,client_id,pit,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
5790,8267,13/06/2017,29.16814947,0.029036971,4927.142497,20128.663780000003,0.0,0.0,765.0,1113.5,4.0,53865.0,between 12 and 14 years,0.0,0,0,good
5791,45181,10/2/16,47450.45052,0.028817044,20096.62138,25068.40123,0.0,0.0,,-34.0,,,,,0,0,good
5794,13774,16/01/2017,8110.853506999999,0.028284049,17949.50384,10647.273659999999,0.0,0.0,548.0,788.0,11.0,55702.0,between 2 and 2.5 years,,0,0,good
5795,4495,26/07/2017,10149.53653,0.028264086,4807.664052,9159.235078,0.0,0.0,648.0,938.0,4.0,37030.0,between 3 and 5 years,22.0,0,0,good
5798,16585,8/5/17,25897.48369,0.027525261000000002,20422.21014,34.45064341,0.0,0.0,675.0,978.5,14.0,629817.0,between 10 and 12 years,0.0,0,0,good
5801,14605,26/12/2016,1235.010984,0.027300271,4798.654785,297.6716478,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,good
5802,7402,7/10/17,12214.88837,0.027262539,4864.464815,14949.69177,0.0,0.0,656.0,950.0,8.0,284905.0,between 3 and 5 years,29.0,0,0,good
5804,27113,14/10/2017,27482.39995,0.026905401000000002,2072.309933,31249.269889999996,0.0,0.0,648.0,938.0,4.0,552397.0,between 10 and 12 years,25.0,0,0,good
5805,368,25/04/2017,14660.06355,0.026877768,16087.172990000001,8435.300797,0.0,0.0,706.0,1025.0,4.0,48422.0,between 3 and 5 years,25.0,0,0,good
5806,4179,27/06/2017,234.97498140000002,0.026645037000000003,50008.96495,30.73413136,0.0,0.0,750.0,1091.0,0.0,139246.0,between 5 and 6 years,25.0,0,0,good
5807,11192,22/01/2017,2483.4752510000003,0.026472039,3019.592235,26906.900569999998,0.0,0.0,631.0,912.5,1.0,695072.0,between 2.5 and 3 years,,0,0,good
5809,25817,3/6/17,4106.066145000001,0.02613045,5926.415653,-2.262781881,0.0,0.0,526.0,755.0,8.0,49793.0,between 1.5 and 2 years,,0,0,good
5810,19206,29/10/2016,14262.50228,0.025839322,26113.72552,5383.927239,0.0,0.0,,-34.0,,,,,0,0,good
5811,18922,11/8/16,13511.2302,0.025823177000000003,6831.444979999999,12311.7691,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,good
5817,7946,22/02/2017,16.62152426,0.025390992,20022.49729,20.26928365,0.0,0.0,681.0,987.5,11.0,87945.0,,,0,0,good
5820,17978,19/11/2016,11487.89472,0.024730829,1342.094841,11139.07917,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,good
5824,5775,6/4/17,13007.44973,0.024392315,724.2628687000001,18843.49602,3359.9243409999995,496.80218439999993,705.0,1023.5,8.0,283402.0,between 6 and 8 years,10.0,0,0,good
5825,10013,25/01/2017,11323.48344,0.024198761000000003,6928.939537,8103.62876,0.0,0.0,701.0,1017.5,15.0,29004.0,between 1 and 1.5 years,,0,0,good
5826,12337,7/12/17,76.84475667,0.024118719,15011.72006,48.23543009,0.0,0.0,669.0,969.5,11.0,95897.0,between 1 and 1.5 years,0.0,0,0,good
5828,24187,6/11/17,33309.61068,0.023599218999999998,9402.55938,20588.24024,0.0,0.0,762.0,1109.0,3.0,378212.0,between 3 and 5 years,9.0,0,0,good
5829,9099,19/06/2017,12736.73933,0.023379149,44929.841960000005,5124.637983,0.0,0.0,669.0,969.5,11.0,5485.0,between 1 and 1.5 years,27.0,0,0,good
5830,12228,13/06/2017,2756.970503,0.023348202000000002,1654.431582,4377.71345,0.0,0.0,647.0,936.5,10.0,173555.0,between 0.5 and 1 years,22.0,0,0,good
5832,25308,25/09/2017,10100.86418,0.023256691,8926.042414,11008.41502,0.0,0.0,738.0,1073.0,0.0,354648.0,between 2.5 and 3 years,24.0,0,0,good
5834,28612,24/10/2017,8108.260362999999,0.023068222000000003,10856.44105,4022.401422,0.0,0.0,643.0,930.5,5.0,121200.0,,22.0,0,0,good
5835,6952,15/02/2017,-24.61402272,0.022961442999999998,45036.22975,,0.0,0.0,812.0,1184.0,1.0,11964.0,,,0,0,good
5837,17741,13/08/2017,29596.5656,0.022458934,5831.005399000001,44205.536660000005,0.0,0.0,693.0,1005.5,5.0,38913.0,between 8 and 10 years,25.0,0,0,good
5838,21346,10/1/16,27345.732989999997,0.022120076000000002,1420.311921,1376.295446,0.0,0.0,,-34.0,4.0,,between 8 and 10 years,,0,0,good
5841,2508,4/1/17,18444.720869999997,0.021786346,-3163.728227,18183.09149,0.0,0.0,620.0,896.0,22.0,146466.0,between 2.5 and 3 years,23.0,0,0,good
5845,17502,8/9/17,-0.36166994799999996,0.021622796,20118.39911,7.522654158,0.0,0.0,676.0,980.0,6.0,329293.0,less than 0.5 year,0.0,0,0,good
5847,8688,25/06/2017,6645.914153,0.021438091,4033.7869950000004,6001.808311,0.0,0.0,626.0,905.0,6.0,584374.0,between 5 and 6 years,26.0,0,0,good
5848,18968,22/08/2017,6436.101192,0.021371689,3864.275507,2117.12329,403.0175327,404.45343280000003,657.0,951.5,10.0,32062.0,,23.0,0,0,good
5849,44509,8/7/16,13742.99194,0.02131528,713.1661957,13560.12418,,,,-34.0,3.0,,,,0,0,good
5852,395,22/04/2017,-47.25000074,0.021237607000000002,20057.02666,-2.961970265,0.0,0.0,747.0,1086.5,3.0,7503.0,between 1.5 and 2 years,,0,0,good
5853,75,5/6/17,11992.83692,0.021121842999999998,6464.197125,13649.09639,0.0,0.0,698.0,1013.0,7.0,643899.0,between 5 and 6 years,32.0,0,0,good
5854,7363,18/09/2017,31539.581439999998,0.021081311000000002,1253.2169900000001,26827.206980000003,0.0,0.0,794.0,1157.0,1.0,75679.0,between 17 and 20 years,3.0,0,0,good
5857,5823,31/05/2017,2660.028734,0.020119913,6515.331883,375.75525550000003,0.0,0.0,664.0,962.0,7.0,23085.0,between 1.5 and 2 years,26.0,0,0,good
5861,30355,21/10/2017,4796.456301,0.019521336,5342.888339,2923.254329,0.0,0.0,693.0,1005.5,18.0,347556.0,between 3 and 5 years,19.0,0,0,good
5862,2910,27/05/2017,30796.94877,0.0194455,13804.02223,6171.737213,0.0,0.0,624.0,902.0,37.0,45615.0,between 8 and 10 years,2.0,0,0,good
5863,20333,10/12/16,19386.30024,0.019275933000000002,40333.58398,11981.1765,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,good
5865,12335,24/07/2017,16647.33796,0.019070303,1923.29637,18740.86316,0.0,0.0,595.0,858.5,1.0,11573.0,between 1 and 1.5 years,18.0,0,0,good
5869,769,28/05/2017,4195.570022999999,0.018311096000000002,12001.31813,63.81898659,0.0,0.0,693.0,1005.5,4.0,31659.0,between 3 and 5 years,11.0,0,0,good
5871,2790,17/06/2017,9146.193754,0.018244166000000003,5902.961162,14162.65694,688.3007709,474.3815897,689.0,999.5,6.0,55589.0,between 3 and 5 years,8.0,0,0,good
5874,22003,27/09/2016,5770.94341,0.017933803,6716.569001999999,7226.750759999999,0.0,0.0,,-34.0,,,between 1 and 1.5 years,,0,0,good
5875,30313,25/10/2017,8122.45878,0.017842339,33232.2412,6860.792598,0.0,0.0,735.0,1068.5,9.0,94124.0,between 2.5 and 3 years,20.0,0,0,good
5880,15783,13/08/2017,32881.810560000005,0.017295684,67474.40141,2626.990773,0.0,0.0,644.0,932.0,34.0,59531.0,less than 0.5 year,27.0,0,0,good
5882,29770,17/10/2017,11695.83799,0.017204339,16683.51108,36283.59653,15774.506309999999,1897.03497,623.0,900.5,2.0,427454.0,between 1.5 and 2 years,0.0,0,0,good
5884,10591,7/10/17,22278.74849,0.016186124,6931.095064,19000.17269,0.0,0.0,694.0,1007.0,1.0,31109.0,,7.0,0,0,good
5885,23214,4/4/17,3268.232046,0.016185633999999997,21560.512130000003,8404.155595999999,0.0,0.0,,-34.0,3.0,,less than 0.5 year,16.0,0,0,good
5890,28657,16/10/2017,20346.13954,0.014907806000000001,19937.92781,-9.043291272000001,0.0,0.0,657.0,951.5,5.0,284332.0,between 3 and 5 years,0.0,0,0,good
5892,7303,6/6/17,10220.22235,0.014640799,5808.560061,8245.084335,0.0,0.0,661.0,957.5,8.0,115687.0,between 12 and 14 years,22.0,0,0,good
5893,20840,11/2/16,4450.922385,0.014639807,45333.00784,4808.499745,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,good
5894,8393,13/06/2017,16769.22956,0.014586913,6083.295112,17282.360109999998,0.0,0.0,683.0,990.5,6.0,508151.0,between 5 and 6 years,4.0,0,0,good
5895,13791,19/07/2017,6584.682834,0.014579068999999998,7904.89119,1572.206244,0.0,0.0,620.0,896.0,10.0,561571.0,between 3 and 5 years,20.0,0,0,good
5896,21232,16/09/2017,8427.242314,0.01442823,4128.460592,7844.808684999999,0.0,0.0,494.0,707.0,6.0,250825.0,between 2 and 2.5 years,15.0,0,0,good
5897,6045,22/03/2017,12464.58725,0.014249633999999999,6242.14127,12918.57655,0.0,0.0,670.0,971.0,6.0,635599.0,between 1.5 and 2 years,,0,0,good
5898,23029,9/10/16,143856.8134,0.014160772,6156.584304,23777.17284,0.0,0.0,640.0,926.0,,,,,0,0,good
5899,7527,13/06/2017,16558.833,0.014004595,12713.7603,7327.069555,184.6898978,47.81639686,665.0,963.5,23.0,21791.0,between 8 and 10 years,4.0,0,0,good
5902,11215,7/10/17,10617.5768,0.013589624,9989.848398,4527.286014,0.0,0.0,,-34.0,,,between 8 and 10 years,4.0,0,0,good
5906,19819,27/08/2017,8329.22856,0.013129838000000001,43406.07709,6578.436965,0.0,0.0,610.0,881.0,8.0,91163.0,between 5 and 6 years,24.0,0,0,good
5909,27636,21/10/2017,11520.28907,0.012449405,10029.65503,-96.63658555,0.0,0.0,655.0,948.5,6.0,15338.0,between 3 and 5 years,0.0,0,0,good
5913,10344,21/01/2017,3470.240754,0.012158512,11525.19983,3791.83124,0.0,0.0,763.0,1110.5,0.0,947286.0,between 8 and 10 years,,0,0,good
5914,13606,25/07/2017,63.13225265,0.011747521,39986.03408,-25.16654755,0.0,0.0,654.0,947.0,4.0,649984.0,between 3 and 5 years,,0,0,good
5916,23512,18/09/2017,3039.1788920000004,0.011609366000000001,5157.816704999999,836.2372433999999,269.81670499999996,272.96119389999996,637.0,921.5,7.0,101458.0,between 3 and 5 years,8.0,0,0,good
5920,11633,9/5/17,4323.754891,0.01107143,3710.950826,2436.6031980000002,0.0,0.0,692.0,1004.0,4.0,65503.0,between 20 and 25 years,29.0,0,0,good
5924,2014,30/04/2017,1456.219825,0.010791007,5111.21644,,0.0,0.0,699.0,1014.5,0.0,185434.0,less than 0.5 year,20.0,0,0,good
5925,2457,5/2/17,5464.487305,0.010784027,7566.188895,6331.9887340000005,0.0,0.0,767.0,1116.5,0.0,263610.0,between 14 and 17 years,24.0,0,0,good
5926,8198,18/06/2017,9483.701112,0.010664121,7943.964876000001,11447.51223,0.0,0.0,668.0,968.0,7.0,500.0,between 2.5 and 3 years,25.0,0,0,good
5929,24113,9/3/16,11201.90625,0.010151169,5648.613352,9433.935867,0.0,0.0,680.0,986.0,,,,,0,0,good
5930,15173,12/11/16,23194.93696,0.00985259,2642.526236,39135.29228,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
5931,582,17/04/2017,4096.340333,0.009814214,2609.824945,3390.8218469999997,419.0752444,133.994687,653.0,945.5,7.0,27998.0,between 2 and 2.5 years,-1.0,0,0,good
5936,23120,9/10/17,22112.77595,0.009298466,9211.560785,27776.0287,0.0,0.0,661.0,957.5,5.0,30382.0,between 6 and 8 years,24.0,0,0,good
5937,15682,8/5/17,8421.262503,0.008873131,20059.1897,-75.96504864,0.0,0.0,681.0,987.5,3.0,651131.0,between 2 and 2.5 years,0.0,0,0,good
5939,15209,20/08/2017,11041.12785,0.008233544,34097.54546,816.4679477000001,0.0,0.0,754.0,1097.0,24.0,153556.0,less than 0.5 year,21.0,0,0,good
5944,5857,6/6/17,7388.578678,0.0077534380000000005,1552.319384,-288.1764711,268.7015498,264.277173,657.0,951.5,11.0,238813.0,between 1 and 1.5 years,,0,0,good
5946,69,17/04/2017,9598.634089,0.007508116,108.52455400000001,11937.16422,0.0,0.0,684.0,992.0,10.0,2344.0,between 1 and 1.5 years,27.0,0,0,good
5947,21391,10/3/16,6519.047399,0.007300091,8908.172494,21123.22609,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,good
5949,55,29/04/2017,2482.893709,0.007142857,6384.0251579999995,3585.2813899999996,0.0,0.0,688.0,998.0,4.0,221028.0,between 8 and 10 years,18.0,0,0,good
5950,136,23/04/2017,46566.12162,0.007142857,-16.01186776,30048.68335,0.0,0.0,653.0,945.5,3.0,5163.0,between 2 and 2.5 years,0.0,0,0,good
5951,138,26/04/2017,3031.497705,0.007142857,2529.4828850000004,3517.8489549999995,0.0,0.0,629.0,909.5,59.0,371519.0,between 1 and 1.5 years,24.0,0,0,good
5952,145,23/04/2017,16452.5403,0.007142857,1438.843689,20129.13455,0.0,0.0,628.0,908.0,11.0,54546.0,less than 0.5 year,27.0,0,0,good
5954,150,19/04/2017,5282.338339,0.007142857,9543.621768,5563.191997999999,0.0,0.0,648.0,938.0,17.0,84864.0,between 8 and 10 years,18.0,0,0,good
5956,239,18/04/2017,13146.87783,0.007142857,2241.583878,11448.62365,0.0,0.0,685.0,993.5,5.0,277020.0,,27.0,0,0,good
5959,291,30/04/2017,2679.879954,0.007142857,3712.053872,2245.208263,0.0,0.0,654.0,947.0,0.0,65326.0,between 6 and 8 years,17.0,0,0,good
5961,335,5/6/17,11926.39133,0.007142857,4134.42781,11420.4572,0.0,0.0,670.0,971.0,6.0,531863.0,,27.0,0,0,good
5964,583,22/04/2017,55235.95845,0.007142857,24809.640069999998,55157.15191,0.0,0.0,777.0,1131.5,4.0,21369.0,between 14 and 17 years,25.0,0,0,good
5966,609,8/6/17,6623.136539,0.007142857,1089.177358,6505.3321909999995,0.0,0.0,670.0,971.0,10.0,333253.0,between 1 and 1.5 years,26.0,0,0,good
5968,611,15/04/2017,10096.898459999999,0.007142857,6325.047047999999,8300.851443000001,0.0,0.0,752.0,1094.0,0.0,306660.0,,22.0,0,0,good
5969,637,21/05/2017,30514.480919999998,0.007142857,-17899.47097,36230.16788,0.0,0.0,604.0,872.0,24.0,369630.0,between 1.5 and 2 years,22.0,0,0,good
5971,791,26/04/2017,8892.65734,0.007142857,12636.974259999999,3171.614999,0.0,0.0,614.0,887.0,7.0,256833.0,between 3 and 5 years,25.0,0,0,good
5972,842,29/04/2017,13824.085669999999,0.007142857,20083.46373,-38.66123104,0.0,0.0,721.0,1047.5,9.0,138984.0,between 2.5 and 3 years,0.0,0,0,good
5973,1008,29/04/2017,2491.447689,0.007142857,9795.93807,255.7227733,0.0,0.0,803.0,1170.5,0.0,467.0,between 1.5 and 2 years,27.0,0,0,good
5976,1238,25/04/2017,7431.098408,0.007142857,9376.035406,5679.569084000001,0.0,0.0,679.0,984.5,5.0,29276.0,between 1.5 and 2 years,16.0,0,0,good
5978,1255,4/11/17,2780.201251,0.007142857,8232.36056,1741.624648,0.0,0.0,702.0,1019.0,5.0,262547.0,between 6 and 8 years,23.0,0,0,good
5979,1315,29/04/2017,44.60299182,0.007142857,15050.6638,40.35681391,0.0,0.0,701.0,1017.5,4.0,45152.0,between 3 and 5 years,0.0,0,0,good
5981,1355,26/04/2017,16693.34157,0.007142857,1607.150382,16757.59827,0.0,0.0,636.0,920.0,11.0,226665.0,between 2.5 and 3 years,26.0,0,0,good
5986,1490,4/9/17,14260.161080000002,0.007142857,3987.126886,6516.22576,0.0,0.0,641.0,927.5,3.0,73846.0,,,0,0,good
5987,1515,26/04/2017,1067.702845,0.007142857,14409.95976,775.5599768999999,0.0,0.0,693.0,1005.5,3.0,701372.0,between 8 and 10 years,26.0,0,0,good
5990,1592,29/04/2017,2.1974143280000002,0.007142857,19980.751809999998,-0.200847828,0.0,0.0,721.0,1047.5,3.0,607866.0,between 5 and 6 years,,0,0,good
5991,1641,4/5/17,26823.46527,0.007142857,29966.11171,-1.250733102,1829.6512300000002,655.9858451,677.0,981.5,4.0,372932.0,less than 0.5 year,,0,0,good
5992,1656,21/05/2017,6863.708131,0.007142857,6348.256993,8330.005008,0.0,0.0,645.0,933.5,5.0,141512.0,between 14 and 17 years,27.0,0,0,good
5994,1731,26/04/2017,3374.855443,0.007142857,11061.37023,3981.6635159999996,0.0,0.0,656.0,950.0,3.0,348462.0,between 10 and 12 years,19.0,0,0,good
5995,1767,29/04/2017,15120.55779,0.007142857,8568.608873000001,11810.1508,761.2266744,316.7740238,608.0,878.0,26.0,142758.0,between 3 and 5 years,10.0,0,0,good
5996,1789,13/05/2017,1158.166205,0.007142857,5904.357719,29.09361422,0.0,0.0,538.0,773.0,16.0,593210.0,between 12 and 14 years,27.0,0,0,good
5998,1791,5/7/17,21062.47467,0.007142857,10944.585009999999,18555.93449,0.0,0.0,659.0,954.5,2.0,191642.0,between 1 and 1.5 years,22.0,0,0,good
5999,1826,29/04/2017,25306.01738,0.007142857,47535.14525,4137.727793999999,0.0,0.0,730.0,1061.0,1.0,362942.0,between 1 and 1.5 years,30.0,0,0,good
6000,1986,15/05/2017,7050.672098999999,0.007142857,5777.691431,4233.843654,0.0,0.0,567.0,816.5,11.0,166709.0,between 3 and 5 years,24.0,0,0,good
6001,2001,23/04/2017,12010.48942,0.007142857,13570.8041,5581.350966,0.0,0.0,717.0,1041.5,2.0,380417.0,between 8 and 10 years,25.0,0,0,good
6002,2122,4/3/17,37566.99951,0.007142857,-52.29130099,15041.032580000001,0.0,0.0,729.0,1059.5,3.0,186548.0,between 8 and 10 years,0.0,0,0,good
6007,2311,5/9/17,30977.189560000003,0.007142857,10008.152240000001,10087.34781,1146.163863,566.8718875,665.0,963.5,10.0,1878155.0,between 8 and 10 years,0.0,0,0,good
6009,2495,4/9/17,11870.18533,0.007142857,26325.00755,8707.022942,0.0,0.0,771.0,1122.5,1.0,86076.0,,25.0,0,0,good
6012,2690,31/07/2017,22224.760319999998,0.007142857,-22.86869968,20025.349430000002,0.0,0.0,682.0,989.0,17.0,434649.0,between 8 and 10 years,0.0,0,0,good
6013,2713,5/8/17,7999.250454000001,0.007142857,9958.099886,14.01535313,0.0,0.0,701.0,1017.5,1.0,142841.0,between 3 and 5 years,0.0,0,0,good
6015,2758,13/05/2017,4999.141761,0.007142857,4893.120656,1156.6107949999998,0.0,0.0,744.0,1082.0,2.0,384126.0,less than 0.5 year,0.0,0,0,good
6016,2967,5/9/17,48.06877720000001,0.007142857,6907.050241,-100.61286209999999,0.0,0.0,758.0,1103.0,2.0,11761.0,between 10 and 12 years,,0,0,good
6018,3078,13/05/2017,72.84279937,0.007142857,9940.186253,-74.58693232,0.0,0.0,683.0,990.5,17.0,31148.0,between 0.5 and 1 years,,0,0,good
6021,3269,21/03/2017,10711.89045,0.007142857,188.1126406,9861.008240000001,0.0,0.0,622.0,899.0,60.0,173760.0,,,0,0,good
6022,3280,4/9/17,2896.4389149999997,0.007142857,4767.670602,1052.126741,0.0,0.0,806.0,1175.0,2.0,352.0,between 6 and 8 years,27.0,0,0,good
6023,3303,5/9/17,15100.30054,0.007142857,126.0327987,10056.755140000001,305.13131410000005,307.1794776,676.0,980.0,12.0,194771.0,between 6 and 8 years,9.0,0,0,good
6026,3408,21/05/2017,12613.48988,0.007142857,13578.032459999999,1478.223298,0.0,0.0,658.0,953.0,5.0,10628.0,between 0.5 and 1 years,13.0,0,0,good
6027,3446,21/03/2017,18873.13385,0.007142857,20019.95232,8.978882835,0.0,0.0,684.0,992.0,13.0,46157.0,between 2 and 2.5 years,,0,0,good
6028,3533,14/05/2017,36025.11655,0.007142857,34280.22584,22707.84731,0.0,0.0,683.0,990.5,10.0,83938.0,between 3 and 5 years,20.0,0,0,good
6029,3583,21/03/2017,10373.40315,0.007142857,6766.237993000001,13577.04578,0.0,0.0,701.0,1017.5,4.0,610623.0,,,0,0,good
6033,3814,16/05/2017,596.2214382,0.007142857,24241.24874,675.1605836,0.0,0.0,730.0,1061.0,1.0,361716.0,between 20 and 25 years,,0,0,good
6035,3967,6/4/17,7362.032393,0.007142857,4950.674481,5324.211982,88.22606996,88.24454749,640.0,926.0,7.0,442936.0,less than 0.5 year,8.0,0,0,good
6040,4146,30/08/2017,5101.711369,0.007142857,9166.875956,6587.397752000001,0.0,0.0,766.0,1115.0,2.0,841908.0,between 10 and 12 years,29.0,0,0,good
6044,4246,7/2/17,7566.774131,0.007142857,1786.1071920000002,8754.184167,0.0,0.0,677.0,981.5,5.0,449157.0,between 2.5 and 3 years,22.0,0,0,good
6045,4368,22/05/2017,263.2322855,0.007142857,4774.53338,30295.793960000003,0.0,0.0,680.0,986.0,32.0,347840.0,between 5 and 6 years,0.0,0,0,good
6046,4412,29/03/2017,5505.891528,0.007142857,8441.215067000001,3038.034699,0.0,0.0,668.0,968.0,18.0,98677.0,,,0,0,good
6047,4476,20/05/2017,9085.549258,0.007142857,433.73285599999997,9978.109816,0.0,0.0,651.0,942.5,4.0,24511.0,between 2.5 and 3 years,27.0,0,0,good
6050,4655,30/05/2017,8665.204025,0.007142857,21328.97963,8662.183914,0.0,0.0,646.0,935.0,12.0,56635.0,,5.0,0,0,good
6051,4677,24/05/2017,6407.629805,0.007142857,19983.074930000002,-27.7138065,0.0,0.0,664.0,962.0,19.0,3590.0,between 2.5 and 3 years,0.0,0,0,good
6053,4926,30/05/2017,13677.225480000001,0.007142857,16814.083,3174.3671480000003,0.0,0.0,658.0,953.0,6.0,549371.0,between 1.5 and 2 years,24.0,0,0,good
6055,5062,22/05/2017,12474.853809999999,0.007142857,6231.247947,13908.587590000001,0.0,0.0,672.0,974.0,8.0,33677.0,between 6 and 8 years,16.0,0,0,good
6056,5097,6/7/17,44843.96121,0.007142857,965.1355901000001,19446.04134,0.0,0.0,717.0,1041.5,13.0,316400.0,between 6 and 8 years,6.0,0,0,good
6060,5350,27/05/2017,12845.16992,0.007142857,1792.323074,18256.23605,0.0,0.0,621.0,897.5,6.0,35095.0,between 0.5 and 1 years,24.0,0,0,good
6061,5366,20/06/2017,21002.010980000003,0.007142857,28120.265460000002,5325.489329,0.0,0.0,671.0,972.5,3.0,26417.0,between 3 and 5 years,30.0,0,0,good
6062,5575,14/03/2017,20013.501659999998,0.007142857,20028.63092,2.914958991,0.0,0.0,679.0,984.5,11.0,243982.0,between 10 and 12 years,,0,0,good
6064,5655,3/5/17,18997.344530000002,0.007142857,30051.080830000003,4397.21195,0.0,0.0,690.0,1001.0,6.0,326802.0,between 6 and 8 years,,0,0,good
6065,5703,27/05/2017,8085.447562,0.007142857,13108.56043,1416.0617029999999,0.0,0.0,739.0,1074.5,2.0,204949.0,between 3 and 5 years,25.0,0,0,good
6066,5761,7/10/17,5481.22662,0.007142857,3923.272221,6166.190833,0.0,0.0,644.0,932.0,4.0,20656.0,between 2.5 and 3 years,4.0,0,0,good
6070,5858,14/06/2017,12936.20458,0.007142857,10480.44443,39599.87266,0.0,0.0,705.0,1023.5,5.0,385516.0,between 3 and 5 years,3.0,0,0,good
6071,5891,31/05/2017,4010.665107,0.007142857,1699.945293,1949.325664,0.0,0.0,664.0,962.0,3.0,37883.0,between 20 and 25 years,17.0,0,0,good
6073,5905,30/05/2017,9517.343695,0.007142857,12673.25862,22438.60831,0.0,0.0,688.0,998.0,1.0,140290.0,between 0.5 and 1 years,24.0,0,0,good
6077,6317,22/02/2017,5449.347988,0.007142857,6532.477356,3529.5935640000002,0.0,0.0,673.0,975.5,4.0,33919.0,between 3 and 5 years,,0,0,good
6078,6323,21/02/2017,2582.608053,0.007142857,5586.184928,417.3973804,0.0,0.0,651.0,942.5,2.0,232833.0,,,0,0,good
6079,6345,6/10/17,36625.23225,0.007142857,87215.46041,2760.8487370000003,0.0,0.0,740.0,1076.0,2.0,74038.0,,30.0,0,0,good
6081,6359,6/10/17,996.5581471,0.007142857,7966.060020999999,67.47722151,0.0,0.0,619.0,894.5,3.0,226700.0,,27.0,0,0,good
6087,6807,19/06/2017,82.12784225,0.007142857,20106.40642,3.0347026360000005,0.0,0.0,674.0,977.0,20.0,72174.0,between 3 and 5 years,,0,0,good
6089,6887,15/02/2017,12649.81991,0.007142857,2437.302095,15043.79324,540.9675739,543.1202451,665.0,963.5,4.0,287159.0,,,0,0,good
6091,6902,27/08/2017,3208.285199,0.007142857,6.702026569,72843.45035,0.0,0.0,702.0,1019.0,4.0,243403.0,between 3 and 5 years,-2.0,0,0,good
6092,6920,20/02/2017,9416.114739,0.007142857,9737.946636,10349.814040000001,0.0,0.0,651.0,942.5,9.0,583849.0,between 6 and 8 years,,0,0,good
6095,7005,22/02/2017,13812.59362,0.007142857,7466.513989,12062.36487,0.0,0.0,694.0,1007.0,22.0,996540.0,between 30 and 35 years,,0,0,good
6097,7097,18/02/2017,9514.863886,0.007142857,835.3212777000001,10153.96399,1342.895049,226.3235941,626.0,905.0,6.0,292900.0,between 2 and 2.5 years,,0,0,good
6098,7122,22/02/2017,45167.540610000004,0.007142857,10.44351509,-45.72552259,0.0,0.0,632.0,914.0,9.0,414243.0,,,0,0,good
6100,7243,25/06/2017,-22.04764515,0.007142857,19906.446330000002,44.22648648,0.0,0.0,645.0,933.5,16.0,668612.0,between 5 and 6 years,,0,0,good
6102,7246,13/02/2017,19020.29966,0.007142857,14873.417290000001,1916.355206,0.0,0.0,671.0,972.5,2.0,669293.0,,,0,0,good
6104,7287,19/06/2017,17899.67444,0.007142857,2320.958656,17748.84578,0.0,0.0,688.0,998.0,0.0,390508.0,,11.0,0,0,good
6105,7300,17/06/2017,14618.282490000001,0.007142857,7475.365586,27532.0038,0.0,0.0,691.0,1002.5,39.0,956026.0,between 20 and 25 years,22.0,0,0,good
6110,7414,13/02/2017,18706.028459999998,0.007142857,14374.349040000001,30398.87453,0.0,0.0,651.0,942.5,6.0,160768.0,between 25 and 30 years,,0,0,good
6111,7430,13/02/2017,16616.746430000003,0.007142857,1329.35771,26810.18545,0.0,0.0,613.0,885.5,14.0,52799.0,between 8 and 10 years,,0,0,good
6112,7485,6/7/17,26924.3336,0.007142857,5849.779447,33963.3921,0.0,0.0,651.0,942.5,34.0,364143.0,,24.0,0,0,good
6113,7498,6/11/17,14231.596790000001,0.007142857,15570.50624,3612.320237,0.0,0.0,645.0,933.5,7.0,52630.0,between 2.5 and 3 years,19.0,0,0,good
6116,7528,7/5/17,-59.75917417,0.007142857,19952.75551,41.11177852,0.0,0.0,706.0,1025.0,4.0,226002.0,between 25 and 30 years,,0,0,good
6118,7785,13/02/2017,2718.18523,0.007142857,13508.84689,,0.0,0.0,590.0,851.0,4.0,206863.0,between 1 and 1.5 years,,0,0,good
6119,7816,17/07/2017,5879.155715999999,0.007142857,5498.576112,2411.484643,0.0,0.0,659.0,954.5,4.0,13138.0,,24.0,0,0,good
6120,7851,2/12/17,36168.587530000004,0.007142857,2535.0844190000003,48049.07747,0.0,0.0,687.0,996.5,4.0,111753.0,between 0.5 and 1 years,,0,0,good
6122,8029,6/12/17,24178.45004,0.007142857,3098.883991,16149.518540000001,0.0,0.0,672.0,974.0,8.0,239319.0,between 14 and 17 years,6.0,0,0,good
6123,8079,18/06/2017,37925.48776,0.007142857,67171.40946,2901.608729,0.0,0.0,678.0,983.0,0.0,21764.0,between 14 and 17 years,24.0,0,0,good
6125,8095,2/7/17,32983.8739,0.007142857,22197.51179,17808.03871,0.0,0.0,641.0,927.5,4.0,164983.0,,,0,0,good
6127,8180,2/6/17,11017.30697,0.007142857,431.1198983,13940.325830000002,0.0,0.0,619.0,894.5,9.0,29199.0,,,0,0,good
